id,skill
1473,American Government
1474,American History
1475,American Institute of Constructors
1476,American issues
1477,American Literature
1478,American Marketing Association
1479,American music
1480,American Politics
1481,American Registry for Diagnostic Medical Sonography (ARDMS)
1482,American Registry of Radiologic Technologists (ARRT)
1483,American Religious History
1484,American Revolution
1485,American Sign Language
1486,American Society for Training & Development
1487,American Southern
1488,American Studies
1489,American Welding Society (AWS)
1490,Americans with Disabilities Act
1491,Americas
1492,AMESim
1493,AMEX
1494,AMFI
1495,AMFI Certified
1496,AMFPHP
1497,Amharic
1498,AMHS
1499,AMI
1500,Ami Pro
1501,Amiable
1502,Amicus
1503,Amiga
1504,Amine Treating
1505,Amino Acids
1506,Amipro
1507,Amira
1508,Amisys
1509,AML
1510,AMLS
1511,Ammonia
1512,Ammonia Refrigeration
1513,Amorphium Pro
1514,Amortization
1515,Amortization Schedules
1516,AMOS
1517,Amperometry
1518,Amphibians
1519,Amphibious Operations
1520,AMPL
1521,AMPLE
1522,Amplification
1523,Amplifiers
1524,AmpliTube
1525,AMPS
1526,Amputation
1527,Amputees
1528,AMQP
1529,AMR
1530,AMRT
1531,AMS 360
1532,AMS360
1533,AMSI Property Management
1534,AMSS
1535,Amsterdam
1536,Amtech
1537,AMTrix
1538,AMX
1539,AMX Programmer
1540,Anaerobic
1541,Anaerobic Digestion
1542,Anaerobic Microbiology
1543,Anaesthetics
1544,Analgesia
1545,An\xc3\xa1lisis de datos
1546,Anal\xc3\xadtica web
1547,Analitical
1548,Analog
1549,Analog Circuit
1550,Analog Circuit Design
1551,Analog Circuits
1552,Analog Efex Pro
1553,Analog Filters
1554,Analog Photography
1555,Analog Recording
1556,Analog Signal Processing
1557,Analog Video
1558,Analogue
1559,Analyse
1560,Analyse d'affaires
1561,Analyse de donn\xc3\xa9es
1562,Analyse des besoins
1563,Analysis
1564,Analysis of Alternatives
1565,Analysis of business problems/needs
1566,Analysis Reports
1567,Analysis Services
1568,Analysis Skills
1569,Analysis Studio
1570,Analysis Tools
1571,Analyst
1572,Analyst Briefings
1573,Analyst Notebook
1574,Analyst Relations
1575,Analysts
1576,Analytic
1577,Analytic Modeling
1578,Analytic Problem Solving
1579,Analytic Reporting
1580,Analytic Thinker
1581,Analytic Thinking
1582,Analytic's
1583,Analytica
1584,Analytical Abilities
1585,Analytical Applications
1586,Analytical Approach
1587,Analytical Background
1588,Analytical bent of mind
1589,Analytical Biochemistry
1590,Analytical Capability
1591,Analytical Chemistry
1592,Analytical Equipment
1593,Analytical Instrumentation
1594,Analytical Instruments
1595,Analytical Method Validation
1596,Analytical Methods Development
1597,Analytical Mind
1598,Analytical Modeling
1599,Analytical Modelling
1600,Analytical Models
1601,Analytical Processes
1602,Analytical R&D
1603,Analytical Reasoning
1604,Analytical Review
1605,Analytical Sciences
1606,Analytical Services
1607,Analytical Skills
1608,Analytical Software
1609,Analytical Solutions
1610,Analytical Support
1611,Analytical Systems
1612,Analytical Techniques
1613,Analytical Ultracentrifugation
1614,Analytical Writing
1615,Analytics
1616,Analytique
1617,Analyzation
1618,Analyze Information
1619,Analyze Problems
1620,Analyzer
1621,Anaphylaxis
1622,Anaplan
1623,Anatomic Pathology
1624,Anatomy
1625,ANCC
1626,Ancestry.com
1627,Anchor
1628,Anchoring
1629,Anchors
1630,Ancient Greek
1631,Ancient History
1632,Ancient Philosophy
1633,Ancillaries
1634,Ancillary
1635,Ancillary Benefits
1636,Ancillary Relief
1637,Ancillary Revenue
1638,Ancillary Services
1639,ANCOVA
1640,ANDAs
1641,Andon
1642,Android
1643,Android Development
1644,Android Games
1645,Android SDK
1646,Android Studio
1647,Android Support
1648,Android Testing
1649,Android Wear
1650,Andrology
1651,AndroMDA
1652,Anechoic Chamber
1653,Anemia
1654,Anesthesia
1655,Anesthesiology
1656,Angel
1657,Angel Capital
1658,Angel Card Readings
1659,Angel Investing
1660,Angel LMS
1661,Angel Readings
1662,Angels
1663,Anger
1664,Anger Management
1665,Angina
1666,Angiogenesis
1667,Angiography
1668,Angioplasty
1669,Angola
1670,Angry Birds
1671,Angular
1672,AngularJS
1673,Animaci\xc3\xb3n
1674,Animal Behavior
1675,Animal Behaviour
1676,Animal Bites
1677,Animal Breeding
1678,Animal Care
1679,Animal Chiropractic
1680,Animal Communication
1681,Animal Euthanasia
1682,Animal Feed
1683,Animal Handling
1684,Animal Health
1685,Animal Husbandry
1686,Animal Law
1687,Animal Models
1688,Animal Nutrition
1689,Animal Physiology
1690,Animal Portraits
1691,Animal Rescue
1692,Animal Rights
1693,Animal Science
1694,Animal Studies
1695,Animal Surgery
1696,Animal Training
1697,Animal Welfare
1698,Animal Work
1699,Animals
1700,Animate
1701,Animate (DEPRECATED)
1702,Animation
1703,Animation Composer
1704,Animation de r\xc3\xa9union
1705,Animation Design
1706,Animation Direction
1707,Animation Director
1708,Animation Master
1709,Animation Programming
1710,Animation Software
1711,Animators
1712,Animatronics
1713,Anime
1714,Anime Studio
1715,Animo
1716,Animoto
1717,Anisotropy
1718,Ankle
1719,Ankylosing Spondylitis
1720,Annealing
1721,Annexation
1722,Anniversaries
1723,Annotation
1724,Annotations
1725,Announcements
1726,Announcer
1727,Announcing
1728,Annual
1729,Annual Budgets
1730,Annual Business Planning
1731,Annual Campaign
1732,Annual Campaigns
1733,Annual Fund
1734,Annual Giving
1735,Annual Meetings
1736,Annual Planning
1737,Annual Report Design
1738,Annual Reports
1739,Annual Returns
1740,Annual Reviews
1741,Annuals
1742,Annuity
1743,Annuity Sales
1744,Annulment
1745,Anodizing
1746,Anomaly Detection
1747,Anomaly Resolution
1748,Anorexia
1749,ANOVA
1750,ANPR
1751,Anritsu
1752,Anritsu Certified
1753,ANSA
1754,ANSI
1755,ANSI C
1756,ANSI X12
1757,ANSI Y14.5
1758,Ansible
1759,Ansos
1760,Answer
1761,Answer Tree
1762,Answering Phones
1763,Answering Telephones
1764,ANSYS
1765,ANSYS 10.0
1766,ANSYS 11.0
1767,ANSYS Classic
1768,Antares
1769,Antenna Design
1770,Antenna Measurements
1771,Antennas
1772,Antepartum
1773,Anthill
1774,Anthropology
1775,Anthropology of Religion
1776,Anthropometrics
1777,Anthropometry
1778,Anti Aging
1779,Anti Money Laundering
1780,Anti-aging
1781,Anti-aging Products
1782,Anti-boycott
1783,Anti-bribery
1784,Anti-Bullying
1785,Anti-corruption
1786,Anti-counterfeiting
1787,Anti-fraud
1788,Anti-inflammatory
1789,Anti-Kickback Statute
1790,Anti-oppression
1791,Anti-phishing
1792,Anti-piracy
1793,Anti-racism
1794,Anti-social Behaviour
1795,Anti-spam
1796,Anti-Submarine Warfare
1797,Anti-Tamper
1798,Anti-trust Law
1799,Antibacterial
1800,Antibiotic Resistance
1801,Antibodies
1802,Anticipate
1803,Anticipation
1804,Anticoagulation
1805,Antidepressants
1806,Antidumping
1807,Antifungal
1808,Antigen
1809,Antimicrobial Resistance
1810,Antioxidants
1811,Antipsychotics
1812,Antique Furniture
1813,Antique Restoration
1814,Antiques
1815,Antiquities
1816,Antitrust Counseling
1817,Antitrust Economics
1818,Antitrust Law
1819,Antiviral
1820,Antivirus
1821,ANTLR
1822,Ants
1823,ANTS Profiler
1824,Anusara Yoga
1825,Anvil
1826,ANVISA
1827,Anxiety
1828,Anxiety Disorders
1829,Anxiety Management
1830,Any.do
1831,Anycast
1832,AnyDoc
1833,AnyLogic
1834,Anything Creative
1835,Anything Else
1836,Anything Technical
1837,AOC
1838,AOD
1839,AODA
1840,AODV
1841,AoE
1842,AOE/COE Investigations
1843,AOG
1844,AOI
1845,AOL
1846,AP
1847,AP & Chicago Styles
1848,AP Biology
1849,AP Calculus
1850,AP style writing
1851,AP Stylebook
1852,AP writing
1853,APA
1854,APAC
1855,Apache
1856,Apache 2
1857,Apache Ant
1858,Apache Camel
1859,Apache Commons
1860,Apache Cordova
1861,Apache CXF
1862,Apache Derby
1863,Apache FOP
1864,Apache Foundation
1865,Apache HTTP Server
1866,Apache Ivy
1867,Apache Jackrabbit
1868,Apache Kafka
1869,Apache Mesos
1870,Apache MyFaces Tomahawk
1871,Apache Pig
1872,Apache Spark
1873,Apache Storm
1874,Apache Tiles
1875,Apache Velocity
1876,Apache ZooKeeper
1877,APACS
1878,Apama
1879,Apartment Buildings
1880,Apartments
1881,APB
1882,APC
1883,APC UPS
1884,APCI
1885,APDL
1886,APDS
1887,Aperture
1888,Apex
1889,Apex Data Loader
1890,Apex Programming
1891,APhA
1892,Aphasia
1893,Apheresis
1894,API
1895,API (DEPRECATED)
1896,API 510
1897,API 570
1898,API 650
1899,API 653
1900,API 6A
1901,API Development
1902,API manufacturing
1903,API Testing
1904,APICS
1905,APICS Member
1906,APL
1907,APLUS
1908,APM
1909,APMP
1910,APMP Qualified
1911,APO
1912,APO SNP
1913,Apogee
1914,Apollo
1915,Apollo GDS
1916,Apologetics
1917,Apoptosis
1918,App
1919,App Builder
1920,App Inventor
1921,App Store
1922,App Store Optimization
1923,App-Entwicklung
1924,App-V
1925,Appareils et mat\xc3\xa9riel informatique
1926,"Appareils photos, accessoires et techniques de studio"
1927,Apparel
1928,Apparel Graphics
1929,Apparel Magic
1930,Apparel Sourcing
1931,Apparels
1932,APPC
1933,Appcelerator
1934,Appdynamics
1935,Appeals
1936,Appearances
1937,Appellate
1938,Appellate Advocacy
1939,Appellate Litigation
1940,Appellate Practice
1941,Appetizers
1942,AppFabric
1943,Appfolio
1944,AppFuse
1945,Appia
1946,Appian
1947,Appium
1948,Apple
1949,Apple Aperture
1950,Apple Certified
1951,Apple Certified Support Professional 10.5
1952,Apple Certified Technician
1953,Apple Color
1954,Apple Compressor
1955,Apple computer repair
1956,Apple Developer
1957,Apple Hardware
1958,Apple Macintosh
1959,Apple Motion
1960,Apple Music
1961,Apple Numbers
1962,Apple OS
1963,Apple Pages
1964,Apple Photos
1965,Apple Products
1966,Apple Remote Desktop
1967,Apple Safari
1968,Apple Servers
1969,Apple Software
1970,Apple Support
1971,Apple TV
1972,Apple Watch
1973,AppleScript
1974,AppleTalk
1975,Applets
1976,Appleworks
1977,Appliance
1978,Appliance Repair
1979,Appliances
1980,Applicant Tracking Systems
1981,Application
1982,Application Acceleration
1983,Application Analysis
1984,Application Architecting
1985,Application Architecture
1986,Application Areas
1987,Application Configuration
1988,Application Delivery Controllers
1989,Application Design
1990,Application Development
1991,Application Development Foundation
1992,Application Discovery
1993,Application Domains
1994,Application Engineering
1995,Application Engineers
1996,Application Extender
1997,Application Frameworks
1998,Application Hosting
1999,Application Infrastructure
2000,Application Infrastructure Design
2001,Application Layer
2002,Application Lifecycle Management
2003,Application Managed Services
2004,Application Management Services
2005,Application Migrations
2006,Application Monitoring
2007,Application Networking
2008,Application Notes
2009,Application Optimisation
2010,Application Packaging
2011,Application Performance Management
2012,Application Portfolio Management
2013,Application Processing
2014,Application Programming Interfaces
2015,Application Protocols
2016,Application Rationalisation
2017,Application Re-engineering
2018,Application Scripting
2019,Application Security
2020,Application Security Architecture
2021,Application Security Assessments
2022,Application Selection
2023,Application Servers
2024,Application Service Provider
2025,Application Services
2026,Application Support
2027,Application Support Management
2028,Application Support Services
2029,Application Testing
2030,Application Training
2031,Application Tuning
2032,Application Virtualization
2033,Application-Specific Integrated Circuits (ASIC)
2034,Applications
2035,Applications Delivery
2036,Applications Development Management
2037,Applications Software Development
2038,Applications Support
2039,Applied Anthropology
2040,Applied Behavior Analysis
2041,Applied Econometrics
2042,Applied Economics
2043,Applied Ethics
2044,Applied Kinesiology
2045,Applied Linguistics
2046,Applied Mathematics
2047,Applied Mechanics
2048,Applied Optimization
2049,Applied Physics
2050,Applied Probability
2051,Applied Psychology
2052,Applied Research
2053,Applied Sciences
2054,Applied Structural Drying
2055,Applied Technology
2056,Applique
2057,Applix
2058,Apply
2059,Applying
2060,APPN
2061,Appnexus
2062,Appointed Person
2063,Appointment
2064,Appointment Generation
2065,Appointment Making
2066,Appointment Scheduling
2067,Appointment Setting
2068,Appointments
2069,Apportionment
2070,Appraisal Skills
2071,Appraisals
2072,Appraisers
2073,Appraising
2074,Appreciation
2075,Appreciative Inquiry
2076,Apprenticeships
2077,Appro
2078,Approach
2079,Approachability
2080,Approachable
2081,Approaches to Problems
2082,Appropriate Assessment
2083,Appropriate for all
2084,Appropriations
2085,Approval Process
2086,Approval Processes
2087,Approvals
2088,Approvisionnement
2089,Approximation Algorithms
2090,Apps
2091,AppSense
2092,Appworx
2093,Appy Pie
2094,Apraxia
2095,Aprimo
2096,Aprons
2097,Apropos
2098,APS
2099,APSS
2100,APT
2101,Aptamers
2102,Aptana
2103,Aptana Studio
2104,ApTest
2105,ApTest Manager
2106,Aptify
2107,Aptitude
2108,APV
2109,APX
2110,AQ
2111,AQL
2112,AQTESOLV
2113,AQTF
2114,AQTF compliance
2115,Aqua Data Studio
2116,Aquaculture
2117,Aqualogic
2118,Aquaponics
2119,Aquariums
2120,Aquatic Ecology
2121,Aquatic Therapy
2122,Aquatic Toxicology
2123,Aquatics
2124,Aquatint
2125,Aqueous
2126,Aquifer Testing
2127,Aquisition
2128,AR
2129,AR System
2130,AR/AP
2131,Arab-Israeli Conflict
2132,Arabic
2133,Aramaic
2134,Araxis Merge
2135,ARB
2136,Arbitrage
2137,Arbitration
2138,Arbitron
2139,Arbor
2140,Arboriculture
2141,Arbortext
2142,Arbortext Epic
2143,Arbortext Epic Editor
2144,ARC
2145,Arc Flash
2146,Arc View
2147,Arc Welding
2148,ARCA
2149,ARCADY
2150,ArcCatalog
2151,ArcEditor
2152,ArcExplorer
2153,ArcGIS
2154,ArcGIS Engine
2155,ArcGIS Explorer
2156,ArcGIS Server
2157,Arch
2158,Arch Linux
2159,Archaeological Illustration
2160,Archaeological Survey
2161,Archaeology
2162,Archer
2163,Archer Certified Consultant
2164,Archer Certified Professional
2165,Archery
2166,Arches
2167,Archestra
2168,Archetypes
2169,Archibus
2170,ArchiCAD
2171,Archimate
2172,Architecting
2173,Architects
2174,Architectual
2175,Architectural
2176,Architectural Acoustics
2177,Architectural Animation
2178,Architectural Design
2179,Architectural Designing
2180,Architectural Details
2181,Architectural Development
2182,Architectural Drafting
2183,Architectural Drawings
2184,Architectural Education
2185,Architectural Engineering
2186,Architectural Firms
2187,Architectural Glass
2188,Architectural Hardware
2189,Architectural History
2190,Architectural Illustration
2191,Architectural Interiors
2192,Architectural Lighting
2193,Architectural Modeling
2194,Architectural Patterns
2195,Architectural Photography
2196,Architectural Plans
2197,Architectural Programming
2198,Architectural Project Management
2199,Architectural Review
2200,Architectural Signs
2201,Architectural Technology
2202,Architectural Visualization
2203,Architecture
2204,Architecture Analysis
2205,Architecture Assessment
2206,Architecture D'information
2207,Architecture Design
2208,Architecture Development
2209,Architecture Frameworks
2210,Architecture Governance
2211,Architecture Management
2212,Architecture Modeling
2213,Architecture Reviews
2214,Architektur
2215,Architektur und Bautechnik
2216,Archiva
2217,Archival
2218,Archival Description
2219,Archival Management
2220,Archival Preservation
2221,Archival Processing
2222,Archival Research
2223,Archives
2224,Archivists' Toolkit
2225,Archtics
2226,Archtics Ticketing System
2227,ArcHydro
2228,ArcIMS
2229,ArcInfo
2230,ArcMap
2231,Arcnet
2232,ArcObjects
2233,Arcplan
2234,ArcReader
2235,ARCS
2236,ArcScene
2237,ArcSDE
2238,Arcserve
2239,ArcSight
2240,Arctic
2241,ArcToolbox
2242,ArcView
2243,ArcView 3.x
2244,ArcXML
2245,Ardome
2246,Arduino
2247,Area
2248,Area Classification
2249,Area Rug Cleaning
2250,Area Rugs
2251,Area Studies
2252,Areas Served
2253,Arena Simulation Software
2254,Arenas
2255,ARES
2256,AREV
2257,ARFF
2258,Argentina
2259,Argentine Tango
2260,Argo
2261,ArgoUML
2262,Argumentation
2263,Arguments
2264,Argus
2265,Argus Modeling
2266,Argus Safety
2267,ARIA
2268,Arianna
2269,Ariba
2270,Aries
2271,ARIMA
2272,ARINC 429
2273,ARINC 653
2274,ARINC429
2275,ARIS
2276,ARISg
2277,Arista
2278,Arithmetic
2279,Arizona
2280,Arizona Real Estate
2281,Arkansas
2282,ARM 9
2283,ARM Architecture
2284,ARM Assembly
2285,ARM Cortex-M
2286,ARM11
2287,ARM7
2288,ARMA
2289,Armazenamento por conex\xc3\xa3o direta
2290,Armed
2291,Armenian
2292,Armor
2293,Arms
2294,Arms Control
2295,Army
2296,Aromatherapy
2297,Aromatics
2298,ARP
2299,ARPA
2300,ARPU
2301,Arquitectura
2302,Arquitectura e ingenier\xc3\xada de estructuras
2303,ARRA
2304,Arrange
2305,Arrangements
2306,Arranging
2307,Array
2308,Array Formulas
2309,Array Processing
2310,Arrays
2311,Arri
2312,Arri Alexa
2313,Arriflex
2314,Arrow
2315,ARS
2316,Arsenic
2317,Arson Investigation
2318,Art
2319,Art + Illustration
2320,Art and Illustration
2321,Art Appreciation
2322,Art Books
2323,Art Business
2324,Art Buying
2325,Art Composition
2326,Art Consultation
2327,Art Consulting
2328,Art Criticism
2329,Art Deco
2330,Art Design
2331,Art Direction
2332,Art Education
2333,Art Exhibitions
2334,Art Gallery
2335,Art Glass
2336,Art Handling
2337,Art History
2338,Art Instruction
2339,Art Law
2340,Art Marketing
2341,Art Nouveau
2342,Art Reproduction
2343,Art Research
2344,Art Restoration
2345,Art Reviews
2346,Art Sales
2347,Art Selection
2348,Art Song
2349,Art Technology Group (ATG)
2350,Art Therapy
2351,Art Work
2352,ArtBase
2353,ArtCAM
2354,Artemis
2355,Arterial
2356,Artesia
2357,Arthritis
2358,Arthroplasty
2359,Arthroscopy
2360,Arthur Allocation
2361,Arthur Allocations
2362,Article
2363,Article Creation
2364,Article Editing
2365,Article Marketing
2366,Article Placement
2367,Article Posting
2368,Article Submission
2369,Article Writing
2370,Articles
2371,Articles Of Incorporation
2372,Articulate
2373,Articulate Communicator
2374,Articulate Engage
2375,Articulate Presenter
2376,Articulate Quizmaker
2377,Articulate Storyline
2378,Articulate Studio
2379,Articulate Studio 09
2380,Articulate Suite
